,model,input_shape,output_shape,architectures,task,dataset,#labels,labels,task_specific_params,problem_type,finetuning_task,label
15,pietrotrope/emotion_final,,768,DistilBertForSequenceClassification,,,4,"['anger', 'joy', 'optimism', 'sadness']",,single_label_classification,
16,ali2066/finetuned_sentence_itr1_2e-05_all_26_02_2022-04_03_26,,768,DistilBertForSequenceClassification,,,2,"['NEGATIVE', 'POSITIVE']",,single_label_classification,sst-2
17,usami/distilbert-base-uncased-finetuned-cola,,768,DistilBertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,single_label_classification,
18,Giyaseddin/distilroberta-base-finetuned-short-answer-assessment,,768,RobertaForSequenceClassification,,,4,"['LABEL_0', 'LABEL_1', 'LABEL_2', 'LABEL_3']",,single_label_classification,
19,Nanatan/distilbert-base-uncased-finetuned-emotion,,768,DistilBertForSequenceClassification,,,6,"['LABEL_0', 'LABEL_1', 'LABEL_2', 'LABEL_3', 'LABEL_4', 'LABEL_5']",,single_label_classification,
20,cross-encoder/ms-marco-MiniLM-L-4-v2,,384,BertForSequenceClassification,,,1,['LABEL_0'],,,
21,markt23917/finetuning-sentiment-model-3000-samples,,768,DistilBertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,single_label_classification,
22,moghis/distilbert-base-uncased-finetuned-emotion,,768,DistilBertForSequenceClassification,,,6,"['LABEL_0', 'LABEL_1', 'LABEL_2', 'LABEL_3', 'LABEL_4', 'LABEL_5']",,single_label_classification,
23,aXhyra/presentation_emotion_31415,,768,DistilBertForSequenceClassification,,,4,"['anger', 'joy', 'optimism', 'sadness']",,single_label_classification,
24,JNK789/distilbert-base-uncased-finetuned-tweets-emoji-dataset,,768,DistilBertForSequenceClassification,,,20,"['LABEL_0', 'LABEL_1', 'LABEL_2', 'LABEL_3', 'LABEL_4', 'LABEL_5', 'LABEL_6', 'LABEL_7', 'LABEL_8', 'LABEL_9', 'LABEL_10', 'LABEL_11', 'LABEL_12', 'LABEL_13', 'LABEL_14', 'LABEL_15', 'LABEL_16', 'LABEL_17', 'LABEL_18', 'LABEL_19']",,single_label_classification,
25,aXhyra/demo_sentiment_31415,,768,DistilBertForSequenceClassification,,,3,"['negative', 'neutral', 'positive']",,single_label_classification,
26,milyiyo/selectra-small-finetuned-amazon-review,,256,ElectraForSequenceClassification,,,3,"['LABEL_0', 'LABEL_1', 'LABEL_2']",,single_label_classification,
27,aXhyra/emotion_trained_31415,,768,DistilBertForSequenceClassification,,,4,"['anger', 'joy', 'optimism', 'sadness']",,single_label_classification,
28,liangyuant/distilbert-base-uncased-finetuned-num200-450-405cls,,768,DistilBertForSequenceClassification,,,405,"['LABEL_0', 'LABEL_1', 'LABEL_2', 'LABEL_3', 'LABEL_4', 'LABEL_5', 'LABEL_6', 'LABEL_7', 'LABEL_8', 'LABEL_9', 'LABEL_10', 'LABEL_11', 'LABEL_12', 'LABEL_13', 'LABEL_14', 'LABEL_15', 'LABEL_16', 'LABEL_17', 'LABEL_18', 'LABEL_19', 'LABEL_20', 'LABEL_21', 'LABEL_22', 'LABEL_23', 'LABEL_24', 'LABEL_25', 'LABEL_26', 'LABEL_27', 'LABEL_28', 'LABEL_29', 'LABEL_30', 'LABEL_31', 'LABEL_32', 'LABEL_33', 'LABEL_34', 'LABEL_35', 'LABEL_36', 'LABEL_37', 'LABEL_38', 'LABEL_39', 'LABEL_40', 'LABEL_41', 'LABEL_42', 'LABEL_43', 'LABEL_44', 'LABEL_45', 'LABEL_46', 'LABEL_47', 'LABEL_48', 'LABEL_49', 'LABEL_50', 'LABEL_51', 'LABEL_52', 'LABEL_53', 'LABEL_54', 'LABEL_55', 'LABEL_56', 'LABEL_57', 'LABEL_58', 'LABEL_59', 'LABEL_60', 'LABEL_61', 'LABEL_62', 'LABEL_63', 'LABEL_64', 'LABEL_65', 'LABEL_66', 'LABEL_67', 'LABEL_68', 'LABEL_69', 'LABEL_70', 'LABEL_71', 'LABEL_72', 'LABEL_73', 'LABEL_74', 'LABEL_75', 'LABEL_76', 'LABEL_77', 'LABEL_78', 'LABEL_79', 'LABEL_80', 'LABEL_81', 'LABEL_82', 'LABEL_83', 'LABEL_84', 'LABEL_85', 'LABEL_86', 'LABEL_87', 'LABEL_88', 'LABEL_89', 'LABEL_90', 'LABEL_91', 'LABEL_92', 'LABEL_93', 'LABEL_94', 'LABEL_95', 'LABEL_96', 'LABEL_97', 'LABEL_98', 'LABEL_99', 'LABEL_100', 'LABEL_101', 'LABEL_102', 'LABEL_103', 'LABEL_104', 'LABEL_105', 'LABEL_106', 'LABEL_107', 'LABEL_108', 'LABEL_109', 'LABEL_110', 'LABEL_111', 'LABEL_112', 'LABEL_113', 'LABEL_114', 'LABEL_115', 'LABEL_116', 'LABEL_117', 'LABEL_118', 'LABEL_119', 'LABEL_120', 'LABEL_121', 'LABEL_122', 'LABEL_123', 'LABEL_124', 'LABEL_125', 'LABEL_126', 'LABEL_127', 'LABEL_128', 'LABEL_129', 'LABEL_130', 'LABEL_131', 'LABEL_132', 'LABEL_133', 'LABEL_134', 'LABEL_135', 'LABEL_136', 'LABEL_137', 'LABEL_138', 'LABEL_139', 'LABEL_140', 'LABEL_141', 'LABEL_142', 'LABEL_143', 'LABEL_144', 'LABEL_145', 'LABEL_146', 'LABEL_147', 'LABEL_148', 'LABEL_149', 'LABEL_150', 'LABEL_151', 'LABEL_152', 'LABEL_153', 'LABEL_154', 'LABEL_155', 'LABEL_156', 'LABEL_157', 'LABEL_158', 'LABEL_159', 'LABEL_160', 'LABEL_161', 'LABEL_162', 'LABEL_163', 'LABEL_164', 'LABEL_165', 'LABEL_166', 'LABEL_167', 'LABEL_168', 'LABEL_169', 'LABEL_170', 'LABEL_171', 'LABEL_172', 'LABEL_173', 'LABEL_174', 'LABEL_175', 'LABEL_176', 'LABEL_177', 'LABEL_178', 'LABEL_179', 'LABEL_180', 'LABEL_181', 'LABEL_182', 'LABEL_183', 'LABEL_184', 'LABEL_185', 'LABEL_186', 'LABEL_187', 'LABEL_188', 'LABEL_189', 'LABEL_190', 'LABEL_191', 'LABEL_192', 'LABEL_193', 'LABEL_194', 'LABEL_195', 'LABEL_196', 'LABEL_197', 'LABEL_198', 'LABEL_199', 'LABEL_200', 'LABEL_201', 'LABEL_202', 'LABEL_203', 'LABEL_204', 'LABEL_205', 'LABEL_206', 'LABEL_207', 'LABEL_208', 'LABEL_209', 'LABEL_210', 'LABEL_211', 'LABEL_212', 'LABEL_213', 'LABEL_214', 'LABEL_215', 'LABEL_216', 'LABEL_217', 'LABEL_218', 'LABEL_219', 'LABEL_220', 'LABEL_221', 'LABEL_222', 'LABEL_223', 'LABEL_224', 'LABEL_225', 'LABEL_226', 'LABEL_227', 'LABEL_228', 'LABEL_229', 'LABEL_230', 'LABEL_231', 'LABEL_232', 'LABEL_233', 'LABEL_234', 'LABEL_235', 'LABEL_236', 'LABEL_237', 'LABEL_238', 'LABEL_239', 'LABEL_240', 'LABEL_241', 'LABEL_242', 'LABEL_243', 'LABEL_244', 'LABEL_245', 'LABEL_246', 'LABEL_247', 'LABEL_248', 'LABEL_249', 'LABEL_250', 'LABEL_251', 'LABEL_252', 'LABEL_253', 'LABEL_254', 'LABEL_255', 'LABEL_256', 'LABEL_257', 'LABEL_258', 'LABEL_259', 'LABEL_260', 'LABEL_261', 'LABEL_262', 'LABEL_263', 'LABEL_264', 'LABEL_265', 'LABEL_266', 'LABEL_267', 'LABEL_268', 'LABEL_269', 'LABEL_270', 'LABEL_271', 'LABEL_272', 'LABEL_273', 'LABEL_274', 'LABEL_275', 'LABEL_276', 'LABEL_277', 'LABEL_278', 'LABEL_279', 'LABEL_280', 'LABEL_281', 'LABEL_282', 'LABEL_283', 'LABEL_284', 'LABEL_285', 'LABEL_286', 'LABEL_287', 'LABEL_288', 'LABEL_289', 'LABEL_290', 'LABEL_291', 'LABEL_292', 'LABEL_293', 'LABEL_294', 'LABEL_295', 'LABEL_296', 'LABEL_297', 'LABEL_298', 'LABEL_299', 'LABEL_300', 'LABEL_301', 'LABEL_302', 'LABEL_303', 'LABEL_304', 'LABEL_305', 'LABEL_306', 'LABEL_307', 'LABEL_308', 'LABEL_309', 'LABEL_310', 'LABEL_311', 'LABEL_312', 'LABEL_313', 'LABEL_314', 'LABEL_315', 'LABEL_316', 'LABEL_317', 'LABEL_318', 'LABEL_319', 'LABEL_320', 'LABEL_321', 'LABEL_322', 'LABEL_323', 'LABEL_324', 'LABEL_325', 'LABEL_326', 'LABEL_327', 'LABEL_328', 'LABEL_329', 'LABEL_330', 'LABEL_331', 'LABEL_332', 'LABEL_333', 'LABEL_334', 'LABEL_335', 'LABEL_336', 'LABEL_337', 'LABEL_338', 'LABEL_339', 'LABEL_340', 'LABEL_341', 'LABEL_342', 'LABEL_343', 'LABEL_344', 'LABEL_345', 'LABEL_346', 'LABEL_347', 'LABEL_348', 'LABEL_349', 'LABEL_350', 'LABEL_351', 'LABEL_352', 'LABEL_353', 'LABEL_354', 'LABEL_355', 'LABEL_356', 'LABEL_357', 'LABEL_358', 'LABEL_359', 'LABEL_360', 'LABEL_361', 'LABEL_362', 'LABEL_363', 'LABEL_364', 'LABEL_365', 'LABEL_366', 'LABEL_367', 'LABEL_368', 'LABEL_369', 'LABEL_370', 'LABEL_371', 'LABEL_372', 'LABEL_373', 'LABEL_374', 'LABEL_375', 'LABEL_376', 'LABEL_377', 'LABEL_378', 'LABEL_379', 'LABEL_380', 'LABEL_381', 'LABEL_382', 'LABEL_383', 'LABEL_384', 'LABEL_385', 'LABEL_386', 'LABEL_387', 'LABEL_388', 'LABEL_389', 'LABEL_390', 'LABEL_391', 'LABEL_392', 'LABEL_393', 'LABEL_394', 'LABEL_395', 'LABEL_396', 'LABEL_397', 'LABEL_398', 'LABEL_399', 'LABEL_400', 'LABEL_401', 'LABEL_402', 'LABEL_403', 'LABEL_404']",,single_label_classification,
29,viviastaari/finetuning-sentiment-analysis-en-id,,768,DistilBertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,single_label_classification,
30,jasonyim2/distilbert-base-uncased-finetuned-emotion,,768,DistilBertForSequenceClassification,,,6,"['LABEL_0', 'LABEL_1', 'LABEL_2', 'LABEL_3', 'LABEL_4', 'LABEL_5']",,single_label_classification,
31,PrasunMishra/finetuning-sentiment-model-3000-samples,,768,DistilBertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,single_label_classification,
32,marcelcastrobr/sagemaker-distilbert-emotion,,768,DistilBertForSequenceClassification,,,6,"['sadness', 'joy', 'love', 'anger', 'fear', 'surprise']",,single_label_classification,
33,philschmid/tiny-distilbert-classification,,2,DistilBertForSequenceClassification,,,2,"['NEGATIVE', 'POSITIVE']",,,sst-2
34,dapang/distilroberta-base-mic-sym,,768,RobertaForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,single_label_classification,
35,vaariis/distilbert-base-uncased-finetuned-emotion,,768,DistilBertForSequenceClassification,,,6,"['LABEL_0', 'LABEL_1', 'LABEL_2', 'LABEL_3', 'LABEL_4', 'LABEL_5']",,single_label_classification,
36,nurkayevaa/autonlp-bert-covid-407910458,,768,DistilBertForSequenceClassification,,,2,"['0', '1']",,single_label_classification,
37,heranm/finetuning-sentiment-model-3000-samples,,768,DistilBertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,single_label_classification,
38,cambridgeltl/guardian_news_distilbert-base-uncased,,768,DistilBertForSequenceClassification,,,5,"['LABEL_0', 'LABEL_1', 'LABEL_2', 'LABEL_3', 'LABEL_4']",,single_label_classification,
39,SetFit/distilbert-base-uncased__hate_speech_offensive__train-16-1,,768,DistilBertForSequenceClassification,,,3,"['hate speech', 'offensive language', 'neither']",,single_label_classification,
40,riyadhctg/distilbert-base-uncased-finetuned-cola,,768,DistilBertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,single_label_classification,
41,abdelkader/distilbert-base-uncased-finetuned-emotion,,768,DistilBertForSequenceClassification,,,6,"['LABEL_0', 'LABEL_1', 'LABEL_2', 'LABEL_3', 'LABEL_4', 'LABEL_5']",,single_label_classification,
42,juliensimon/autonlp-imdb-demo-hf-16622767,,768,DistilBertForSequenceClassification,,,2,"['0', '1']",,single_label_classification,
43,strickvl/nlp-redaction-classifier,,768,DebertaV2ForSequenceClassification,,,1,['LABEL_0'],,,
44,SetFit/distilbert-base-uncased__sst2__train-16-0,,768,DistilBertForSequenceClassification,,,2,"['negative', 'positive']",,single_label_classification,
45,JonatanGk/roberta-base-bne-finetuned-cyberbullying-spanish,,768,RobertaForSequenceClassification,,,2,"['Not_bullying', 'Bullying']",,single_label_classification,
46,robertou2/roberta-base-bne-finetuned-amazon_reviews_multi,,768,RobertaForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,single_label_classification,
47,finiteautomata/betonews-tweetcontext,,768,BertForMaskedLM,,,2,"['LABEL_0', 'LABEL_1']",,,
48,vinai/bertweet-base,,768,RobertaForMaskedLM,,,2,"['LABEL_0', 'LABEL_1']",,,
49,cross-encoder/quora-distilroberta-base,,768,RobertaForSequenceClassification,,,1,['LABEL_0'],,,
50,roberta-base,,768,RobertaForMaskedLM,,,2,"['LABEL_0', 'LABEL_1']",,,
51,yukta10/finetuning-sentiment-model-3000-samples,,768,DistilBertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,single_label_classification,
52,albert-base-v2,,768,AlbertForMaskedLM,,,2,"['LABEL_0', 'LABEL_1']",,,
53,bert-base-cased,,768,BertForMaskedLM,,,2,"['LABEL_0', 'LABEL_1']",,,
54,anferico/bert-for-patents,,1024,BertForMaskedLM,,,2,"['LABEL_0', 'LABEL_1']",,,
55,dhimskyy/wiki-bert,,768,BertForMaskedLM,,,2,"['LABEL_0', 'LABEL_1']",,,
56,connectivity/bert_ft_qqp-25,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,
57,cardiffnlp/twitter-roberta-base-2021-124m,,768,RobertaForMaskedLM,,,2,"['LABEL_0', 'LABEL_1']",,,
58,michiyasunaga/LinkBERT-base,,768,BertModel,,,2,"['LABEL_0', 'LABEL_1']",,,
59,bert-large-uncased,,1024,BertForMaskedLM,,,2,"['LABEL_0', 'LABEL_1']",,,
60,bert-base-uncased,,768,BertForMaskedLM,,,2,"['LABEL_0', 'LABEL_1']",,,
61,connectivity/feather_berts_28,,768,BertForSequenceClassification,,,3,"['LABEL_0', 'LABEL_1', 'LABEL_2']",,,
62,distilbert-base-uncased,,768,DistilBertForMaskedLM,,,2,"['LABEL_0', 'LABEL_1']",,,
63,Jeevesh8/init_bert_ft_qqp-28,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,
64,connectivity/bert_ft_qqp-17,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,
65,emrecan/bert-base-multilingual-cased-snli_tr,,768,BertForSequenceClassification,,,3,"['entailment', 'neutral', 'contradiction']",,single_label_classification,snli_tr
66,navsad/navid_test_bert,,768,BertForSequenceClassification,,,2,"['unacceptable', 'acceptable']",,single_label_classification,
67,Aureliano/distilbert-base-uncased-if,,768,DistilBertForSequenceClassification,,,84,"['answer.v.01', 'ask.v.01', 'ask.v.02', 'blow.v.01', 'brandish.v.01', 'break.v.05', 'burn.v.01', 'buy.v.01', 'charge.v.17', 'choose.v.01', 'clean.v.01', 'climb.v.01', 'close.v.01', 'connect.v.01', 'consult.v.02', 'cut.v.01', 'dig.v.01', 'drink.v.01', 'drive.v.01', 'drop.v.01', 'eat.v.01', 'enter.v.01', 'examine.v.02', 'exit.v.01', 'fill.v.01', 'follow.v.01', 'give.v.03', 'hit.v.02', 'hit.v.03', 'insert.v.01', 'insert.v.02', 'inventory.v.01', 'jump.v.01', 'kill.v.01', 'lie_down.v.01', 'light_up.v.05', 'listen.v.01', 'look.v.01', 'lower.v.01', 'memorize.v.01', 'move.v.02', 'note.v.04', 'open.v.01', 'play.v.03', 'pour.v.01', 'pray.v.01', 'press.v.01', 'pull.v.04', 'push.v.01', 'put.v.01', 'raise.v.02', 'read.v.01', 'remove.v.01', 'repeat.v.01', 'rub.v.01', 'say.v.08', 'search.v.04', 'sequence.n.02', 'set.v.05', 'shake.v.01', 'shoot.v.01', 'show.v.01', 'sit_down.v.01', 'skid.v.04', 'sleep.v.01', 'smash.v.02', 'smell.v.01', 'stand.v.03', 'switch_off.v.01', 'switch_on.v.01', 'take.v.04', 'take_off.v.06', 'talk.v.02', 'tell.v.03', 'throw.v.01', 'touch.v.01', 'travel.v.01', 'turn.v.09', 'unknown', 'unlock.v.01', 'wait.v.01', 'wake_up.v.02', 'wear.v.02', 'write.v.07']",,single_label_classification,
68,Jeevesh8/bert_ft_cola-88,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,
69,w11wo/sundanese-bert-base-emotion-classifier,,768,BertForSequenceClassification,,,4,"['sadness', 'joy', 'fear', 'anger']",,single_label_classification,
70,bondi/bert-semaphore-prediction-w4,,768,BertForSequenceClassification,,,4,"['LABEL_0', 'LABEL_1', 'LABEL_2', 'LABEL_3']",,single_label_classification,
71,CAMeL-Lab/bert-base-arabic-camelbert-da-sentiment,,768,BertForSequenceClassification,,,3,"['positive', 'negative', 'neutral']",,,arabic_sentiment
72,XSY/albert-base-v2-imdb-calssification,,768,AlbertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,single_label_classification,
73,Jeevesh8/bert_ft_cola-60,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,
74,Jeevesh8/6ep_bert_ft_cola-29,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,
75,waboucay/camembert-base-finetuned-xnli_fr-finetuned-nli-rua_wl,,768,CamembertForSequenceClassification,,,2,"['non-contradiction', 'contradiction']",,single_label_classification,
76,connectivity/bert_ft_qqp-94,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,
77,aditeyabaral/finetuned-sail2017-xlm-roberta-base,,768,XLMRobertaForSequenceClassification,,,3,"['LABEL_0', 'LABEL_1', 'LABEL_2']",,single_label_classification,
78,aychang/bert-base-cased-trec-coarse,,768,BertForSequenceClassification,,,6,"['DESC', 'ENTY', 'ABBR', 'HUM', 'NUM', 'LOC']",,,
79,ishan/bert-base-uncased-mnli,,768,BertForSequenceClassification,,,3,"['LABEL_0', 'LABEL_1', 'LABEL_2']",,,mnli
80,connectivity/bert_ft_qqp-1,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,
81,socialmediaie/TRAC2020_IBEN_B_bert-base-multilingual-uncased,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,
82,gchhablani/bert-base-cased-finetuned-rte,,768,BertForSequenceClassification,,,2,"['entailment', 'not_entailment']",,single_label_classification,rte
83,Jeevesh8/bert_ft_qqp-39,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,
84,Jeevesh8/init_bert_ft_qqp-33,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,
85,Jeevesh8/bert_ft_qqp-68,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,
86,mujeensung/bert-base-cased_mnli_bc,,768,BertForSequenceClassification,,,3,"['entailment', 'neutral', 'contradiction']",,single_label_classification,mnli
87,Jeevesh8/bert_ft_qqp-9,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,
88,Jeevesh8/lecun_feather_berts-51,,768,BertForSequenceClassification,,,3,"['LABEL_0', 'LABEL_1', 'LABEL_2']",,,
89,CAMeL-Lab/bert-base-arabic-camelbert-mix-did-nadi,,768,BertForSequenceClassification,,,21,"['Algeria', 'Bahrain', 'Morocco', 'Oman', 'Palestine', 'Qatar', 'Saudi_Arabia', 'Somalia', 'Sudan', 'Syria', 'Tunisia', 'United_Arab_Emirates', 'Djibouti', 'Yemen', 'Egypt', 'Iraq', 'Jordan', 'Kuwait', 'Lebanon', 'Libya', 'Mauritania']",,,arabic_did_nadi_country
90,aviator-neural/bert-base-uncased-sst2,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,single_label_classification,
91,aliosm/sha3bor-metre-detector-arabertv2-base,,768,BertForSequenceClassification,,,16,"['LABEL_0', 'LABEL_1', 'LABEL_2', 'LABEL_3', 'LABEL_4', 'LABEL_5', 'LABEL_6', 'LABEL_7', 'LABEL_8', 'LABEL_9', 'LABEL_10', 'LABEL_11', 'LABEL_12', 'LABEL_13', 'LABEL_14', 'LABEL_15']",,single_label_classification,
92,Monsia/camembert-fr-covid-tweet-classification,,768,CamembertForSequenceClassification,,,5,"['statistiques', 'mesures', 'opinions', 'symptomes', 'divers']",,single_label_classification,
93,gchhablani/bert-base-cased-finetuned-wnli,,768,BertForSequenceClassification,,,2,"['not_entailment', 'entailment']",,single_label_classification,wnli
94,Recognai/bert-base-spanish-wwm-cased-xnli,,768,BertForSequenceClassification,,,3,"['contradiction', 'neutral', 'entailment']",,,
95,manueltonneau/bert-twitter-en-is-hired,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,
96,Guscode/DKbert-hatespeech-detection,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,
97,Jeevesh8/feather_berts_46,,768,BertForSequenceClassification,,,3,"['LABEL_0', 'LABEL_1', 'LABEL_2']",,,
98,Jeevesh8/init_bert_ft_qqp-49,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,
99,ASCCCCCCCC/distilbert-base-chinese-amazon_zh_20000,,768,BertForSequenceClassification,,,6,"['LABEL_0', 'LABEL_1', 'LABEL_2', 'LABEL_3', 'LABEL_4', 'LABEL_5']",,single_label_classification,
100,Splend1dchan/bert-base-uncased-slue-goldtrascription-e3-lr1e-4,,768,BertForSequenceClassification,,,3,"['Negative', 'Neutral', 'Positive']",,single_label_classification,
101,Jeevesh8/bert_ft_qqp-88,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,
102,Jeevesh8/512seq_len_6ep_bert_ft_cola-91,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,
103,DoyyingFace/bert-asian-hate-tweets-asian-unclean-freeze-4,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,single_label_classification,
104,connectivity/bert_ft_qqp-96,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,
105,Jeevesh8/lecun_feather_berts-3,,768,BertForSequenceClassification,,,3,"['LABEL_0', 'LABEL_1', 'LABEL_2']",,,
106,Jeevesh8/feather_berts_96,,768,BertForSequenceClassification,,,3,"['LABEL_0', 'LABEL_1', 'LABEL_2']",,,
107,Jeevesh8/6ep_bert_ft_cola-12,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,
108,Jeevesh8/init_bert_ft_qqp-24,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,
109,jb2k/bert-base-multilingual-cased-language-detection,,768,BertForSequenceClassification,,,45,"['LABEL_0', 'LABEL_1', 'LABEL_2', 'LABEL_3', 'LABEL_4', 'LABEL_5', 'LABEL_6', 'LABEL_7', 'LABEL_8', 'LABEL_9', 'LABEL_10', 'LABEL_11', 'LABEL_12', 'LABEL_13', 'LABEL_14', 'LABEL_15', 'LABEL_16', 'LABEL_17', 'LABEL_18', 'LABEL_19', 'LABEL_20', 'LABEL_21', 'LABEL_22', 'LABEL_23', 'LABEL_24', 'LABEL_25', 'LABEL_26', 'LABEL_27', 'LABEL_28', 'LABEL_29', 'LABEL_30', 'LABEL_31', 'LABEL_32', 'LABEL_33', 'LABEL_34', 'LABEL_35', 'LABEL_36', 'LABEL_37', 'LABEL_38', 'LABEL_39', 'LABEL_40', 'LABEL_41', 'LABEL_42', 'LABEL_43', 'LABEL_44']",,single_label_classification,
110,Alireza1044/albert-base-v2-qnli,,768,AlbertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,single_label_classification,qnli
111,oferweintraub/bert-base-finance-sentiment-noisy-search,,768,BertForSequenceClassification,,,3,"['negative', 'neutral', 'positive']",,single_label_classification,
112,Jeevesh8/bert_ft_qqp-55,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,
113,classla/bcms-bertic-parlasent-bcs-ter,,768,ElectraForSequenceClassification,,,3,"['Negative', 'Neutral', 'Positive']",,single_label_classification,
114,justinqbui/bertweet-covid19-base-uncased-pretraining-covid-vaccine-tweets,,768,RobertaForMaskedLM,,,2,"['LABEL_0', 'LABEL_1']",,,
115,18811449050/bert_finetuning_test,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,mrpc
116,connectivity/bert_ft_qqp-7,,768,BertForSequenceClassification,,,2,"['LABEL_0', 'LABEL_1']",,,
117,roberta-large,,1024,RobertaForMaskedLM,,,2,"['LABEL_0', 'LABEL_1']",,,
